Draft Pos Age YPro Team InPro 2JPro 3PPro InEff 2JEff 3PEff  OReb  DReb  BDom PassR PassE InDef PerDef  InFR PerFR FTEff GInj Updated
  7.1 SF1  24    4  RAY  34.0  29.0  37.0  97.0  99.0  98.0  30.0  76.0   3.5  28.0  45.0  67.0   87.0  56.0  27.0  85.0    0 Y11-D19-RSG2
  7.1 SF1  24    4  RAY  34.0  29.0  37.0  97.0  99.0  98.0  30.0  73.2   3.5  28.0  45.0  67.0   87.0  56.0  27.0  85.0    0 Y11-D20-RSG3
  7.1 SF1  24    4  RAY  34.0  29.0  37.0  97.0  99.0  98.0  30.0  73.2   3.5  28.0  45.0  67.0   87.0  56.0  26.0  85.0    0 Y11-D23-RSG6
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  97.0  99.0  98.0  30.0  73.2   3.5  28.0  45.0  67.0   87.0  56.0  26.0  85.0    0 Y11-D24-RSG7
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  98.2 100.0  95.6  30.0  73.2   3.5  28.0  45.0  67.0   87.0  56.0  26.0  85.0    0 Y11-D25-RSG8
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  98.2 100.0  95.6  30.0  73.2   4.8  28.0  45.0  67.0   87.0  57.0  26.0  85.0    0 Y11-D29-RSG12
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  98.2 100.0  95.6  31.0  73.2   4.8  28.0  45.0  67.0   87.0  57.0  26.0  85.0    0 Y11-D31-RSG14
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  98.2 100.0  95.6  31.0  73.2   4.8  28.0  45.0  68.0   87.0  57.0  26.0  85.0    0 Y11-D33-RSG16
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  98.2 100.0  95.6  31.0  73.2   4.8  26.4  45.0  68.0   87.0  54.7  26.0  85.0    0 Y11-D34-RSG17
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  99.3 100.0  95.6  31.0  73.2   4.8  26.4  45.0  68.0   87.0  54.7  26.0  85.0    0 Y11-D37-RSG20
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  99.3 100.0  95.6  31.0  73.2   3.9  26.4  45.0  68.0   87.0  56.2  26.0  85.0    0 Y11-D41-RSG24
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  99.3 100.0  95.6  31.0  73.2   3.9  26.4  45.0  66.7   87.0  56.2  26.0  85.0    0 Y11-D42-RSG25
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 100.0  95.6  30.0  73.2   3.9  26.4  45.0  67.7   87.0  56.2  27.0  85.0    0 Y11-D45-RSG28
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 100.0  95.6  30.0  74.2   3.9  26.4  46.0  67.7   87.0  56.2  27.0  85.0    0 Y11-D52-RSG35
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 100.0  96.6  30.0  74.2   3.9  26.4  46.0  67.7   87.0  56.2  27.0  84.0    5 Y11-D54-RSG37
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 100.0  96.6  30.0  74.2   3.9  26.4  46.0  67.7   87.0  56.2  27.0  84.0    3 Y11-D55-RSG38
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 100.0  96.6  30.0  74.2   3.9  26.4  46.0  67.7   87.0  56.2  27.0  84.0    2 Y11-D56-RSG39
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 100.0  96.6  30.0  74.2   3.9  26.4  46.0  67.7   87.0  56.2  27.0  84.0    2 Y11-D57-RSG40
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 100.0  96.6  30.0  73.2   3.9  26.4  46.0  67.7   87.0  56.2  27.0  84.0    0 Y11-D58-RSG41
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 100.0  96.6  29.0  73.2   3.9  26.4  46.0  67.7   88.0  57.2  27.0  84.0    0 Y11-D61-RSG44
  7.1 SF1  24    4  RAY  33.5  30.0  36.5 100.3 101.0  96.6  29.0  73.2   3.9  26.4  44.8  67.7   88.0  57.2  27.0  84.0    0 Y11-D69-RSG52
  7.1 SF1  24    4  RAY  33.5  30.0  36.5  99.3 101.0  97.6  29.0  73.2   3.9  26.4  44.8  67.7   88.0  57.2  27.0  81.2    0 Y11-D71-RSG54
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3 101.0  97.6  29.0  74.2   3.9  26.4  44.8  67.7   88.0  57.2  27.0  81.2    0 Y11-D73-RSG56
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3 101.0  97.6  29.0  74.2   3.9  26.4  44.8  67.7   88.0  57.2  27.0  82.2    0 Y11-D74-RSG57
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3 101.0  97.6  29.0  74.2   3.0  26.4  44.8  67.7   88.0  54.8  27.0  82.2    0 Y11-D77-RSG60
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3 101.0  97.6  29.0  74.2   3.0  26.4  44.8  65.5   88.0  54.8  27.0  82.2    0 Y11-D79-RSG62
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3 101.0  97.6  29.0  74.2   3.0  26.4  44.8  65.5   85.7  54.8  27.0  82.2    0 Y11-D80-RSG63
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3 101.0  97.6  29.0  72.4   3.0  26.4  44.8  65.5   85.7  54.8  27.0  82.2    0 Y11-D83-RSG66
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3 101.0  97.6  29.0  72.4   3.0  26.7  44.8  65.5   85.7  54.8  27.0  82.2    0 Y11-D84-RSG67
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3  99.8  97.6  29.0  72.4   3.0  26.7  44.8  65.5   85.7  54.8  27.0  82.2    0 Y11-D85-RSG68
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  99.3  99.8  97.6  29.0  72.4   3.0  26.7  44.8  65.5   85.7  54.8  27.0  83.2    0 Y11-D90-RSG73
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  97.0  99.8  97.6  29.0  72.4   3.0  26.7  44.8  65.5   85.7  54.8  25.6  83.2    0 Y11-D93-RSG76
  7.1 SF1  24    4  RAY  34.4  28.2  37.4  97.0  99.8  97.6  29.0  72.4   3.0  26.9  43.1  65.5   85.7  54.8  25.6  83.2    0 Y11-D96-RSG79
