Draft Pos Age YPro Team InPro 2JPro 3PPro InEff 2JEff 3PEff  OReb  DReb  BDom PassR PassE InDef PerDef  InFR PerFR FTEff GInj Updated
  9.3  C1  22    2  QUE  64.0  33.0   3.0 106.0  78.0  35.0  42.0 102.0  25.0  18.0  49.0  97.0   16.0  65.0   8.0  67.0    0 Y11-D18-RSG1
  9.3  C1  22    2  QUE  64.0  33.0   3.0 106.0  78.0  35.0  42.0 102.0  25.0  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D24-RSG7
  9.3  C1  22    2  QUE  62.9  34.1   3.0 106.0  78.0  36.0  42.0 102.0  25.0  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D26-RSG9
  9.3  C1  22    2  QUE  62.9  34.1   3.0 106.0  78.0  36.0  42.0 103.0  25.0  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D30-RSG13
  9.3  C1  22    2  QUE  62.9  34.1   3.0 106.0  78.0  37.2  42.0 103.0  25.0  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D32-RSG15
  9.3  C1  22    2  QUE  62.9  34.1   3.0 106.0  78.0  37.2  42.0 103.0  25.0  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D34-RSG17
  9.3  C1  22    2  QUE  62.9  34.1   3.0 106.0  78.0  37.2  43.0 103.0  25.0  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D37-RSG20
  9.3  C1  22    2  QUE  62.2  34.7   3.1 106.0  78.0  37.2  43.0 103.0  23.7  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D39-RSG22
  9.3  C1  22    2  QUE  62.2  34.7   3.1 106.0  78.0  37.2  41.2 103.0  23.7  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D40-RSG23
  9.3  C1  22    2  QUE  62.6  34.3   3.1 106.0  78.0  37.2  40.2 103.0  23.7  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D43-RSG26
  9.3  C1  22    2  QUE  62.6  34.3   3.1 106.0  78.0  35.0  40.2 103.0  23.7  18.0  49.0  97.0   16.0  65.0   6.2  67.0    0 Y11-D44-RSG27
  9.3  C1  22    2  QUE  62.7  34.3   3.0 106.0  78.0  35.0  40.2 103.0  23.7  18.0  49.0  97.0   16.0  65.0   5.2  67.0    9 Y11-D45-RSG28
  9.3  C1  22    2  QUE  62.7  34.3   3.0 106.0  78.0  35.0  40.2 103.0  23.7  18.0  49.0  97.0   16.0  65.0   5.2  67.0    8 Y11-D46-RSG29
  9.3  C1  22    2  QUE  62.7  34.3   3.0 106.0  78.0  33.0  40.2 103.0  23.7  18.0  49.0  97.0   16.0  65.0   5.2  67.0    6 Y11-D47-RSG30
  9.3  C1  22    2  QUE  62.7  34.3   3.0 106.0  78.0  33.0  40.2 103.0  23.7  18.0  49.0  97.0   15.0  65.0   5.2  67.0    6 Y11-D48-RSG31
  9.3  C1  22    2  QUE  62.7  34.3   3.0 106.0  78.0  33.0  40.2 103.0  23.7  18.0  49.0  97.0   15.0  65.0   5.2  67.0    5 Y11-D49-RSG32
  9.3  C1  22    2  QUE  62.7  34.3   3.0 106.0  78.0  33.0  40.2 103.0  23.7  18.0  49.0  97.0   15.0  65.0   5.2  67.0    3 Y11-D50-RSG33
  9.3  C1  22    2  QUE  62.7  34.3   3.0 106.0  78.0  33.0  40.2 103.0  23.7  18.0  49.0  97.0   15.0  65.0   5.2  67.0    3 Y11-D51-RSG34
  9.3  C1  22    2  QUE  62.7  34.3   3.0 106.0  78.0  33.0  40.2 103.0  23.7  18.0  49.0  97.0   15.0  65.0   5.2  67.0    1 Y11-D52-RSG35
