Player Game Type Opp.     Result OT St CTime FGM FGA 2PM 2PA 3PM 3PA FTM FTA PBM PBA InM InA 2JM 2JA OR DF TR Ast FC FD Pts InP 2CP +/- TPF TPA Tchs Pass IFC PFC IFD PFD CS
   Dj3    2   RS @LAT  L(99-107)  0  1  1819   1  11   0   2   1   9   4   6   0   0   0   0   0   2  1  2  3   8  1  2   7   0   2  -9  77  86   26   13   0   1   0   2  A
   Ge7    2   RS @LAT  L(99-107)  0  1  1608   8  13   6  11   2   2   2   2   1   1   4   6   2   5  1  3  4   0  4  1  20  10   2   1  74  73   14    0   2   2   1   0  S
   Ig2    2   RS @LAT  L(99-107)  0  0   600   3   4   2   3   1   1   2   3   0   0   1   2   1   1  1  1  2   2  0  1   9   2   2  -3  22  25    8    3   0   0   0   1  A
   Ja6    2   RS @LAT  L(99-107)  0  1   907   5   7   5   7   0   0   0   0   0   0   4   5   1   2  1  3  4   1  3  0  10   8   0   6  42  36    8    1   3   0   0   0  A
   Fa3    2   RS @LAT  L(99-107)  0  0   893   3   5   3   5   0   0   1   2   0   0   1   2   2   3  2  2  4   0  3  1   7   3   0 -11  35  46    6    0   2   1   1   0  A
   Hf2    2   RS @LAT  L(99-107)  0  0   413   2   4   2   2   0   2   0   0   0   0   0   0   2   2  0  1  1   1  1  0   4   0   0  -2  15  17    5    1   1   0   0   0  A
   Jj3    2   RS @LAT  L(99-107)  0  0   581   0   3   0   0   0   3   0   0   0   0   0   0   0   0  0  0  0   2  4  0   0   0   0   1  22  21   10    7   1   3   0   0  S
  Ki12    2   RS @LAT  L(99-107)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
   Fd1    2   RS @LAT  L(99-107)  0  0   979   2   7   2   4   0   3   3   3   0   0   1   2   1   2  2  4  6   0  1  1   7   2   0 -10  32  42    9    1   1   0   0   1  A
   Ka7    2   RS @LAT  L(99-107)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
   Gc7    2   RS @LAT  L(99-107)  0  1  2400  11  14  10  11   1   3   1   2   0   0   8   8   2   3  3 12 15   2  2  1  24  17   6  -8  99 107   21    6   1   1   1   0  A
   Cg1    2   RS @LAT  L(99-107)  0  1  1800   5  14   4   9   1   5   0   0   0   0   1   4   3   5  0  3  3   4  0  0  11   2   0  -5  77  82   30   16   0   0   0   0  A
   Ea6    2   RS @LAT  L(99-107)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
   Dj3    4   RS vLAT  W(114-95)  0  1   959   1   5   0   1   1   4   0   0   0   0   0   0   0   1  2  1  3   5  1  0   3   0   3 -15  27  42   16   11   0   1   0   0  A
   Ge7    4   RS vLAT  W(114-95)  0  1  2289   6   9   5   6   1   3   0   0   1   1   5   5   0   1  3  8 11   0  3  0  13  10   2  17 108  91    9    0   1   2   0   0  A
   Ig2    4   RS vLAT  W(114-95)  0  0  1441   3   5   3   4   0   1   0   0   0   0   2   2   1   2  1  2  3  10  1  0   6   4   0  34  87  53   22   17   1   0   0   0  A
   Ja6    4   RS vLAT  W(114-95)  0  1  2289  11  17  11  17   0   0   0   0   1   1   9  14   2   3  3  7 10   2  0  0  22  18   2  17 108  91   21    4   0   0   0   0  A
   Fa3    4   RS vLAT  W(114-95)  0  0   763   1   2   1   2   0   0   2   2   0   0   1   1   0   1  0  3  3   0  1  1   4   4   0  11  43  32    3    0   1   0   1   0  A
   Hf2    4   RS vLAT  W(114-95)  0  0   111   1   2   0   1   1   1   0   0   0   0   0   0   0   1  0  1  1   0  0  0   3   0   0   2   6   4    2    0   0   0   0   0  A
   Jj3    4   RS vLAT  W(114-95)  0  0  1330  13  22   4   6   9  16   7   7   0   0   0   1   4   5  1  3  4   2  0  3  42   0   9  32  81  49   29    4   0   0   0   3  A
  Ki12    4   RS vLAT  W(114-95)  0  0   111   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   2  0  0   0   0   0   2   6   4    2    2   0   0   0   0  A
   Fd1    4   RS vLAT  W(114-95)  0  0   653   2   5   1   4   1   1   0   0   0   0   1   2   0   2  1  0  1   0  1  0   5   2   0 -11  18  29    5    0   1   0   0   0  A
   Ka7    4   RS vLAT  W(114-95)  0  0   111   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  1  1   0  0  0   0   0   0   2   6   4    0    0   0   0   0   0  A
   Gc7    4   RS vLAT  W(114-95)  0  1   984   5   7   5   6   0   1   2   2   0   0   5   6   0   0  0  3  3   0  3  1  12  12   2  19  53  34    9    1   2   1   1   0  A
   Cg1    4   RS vLAT  W(114-95)  0  1   959   2   8   2   5   0   3   0   0   0   0   1   2   1   3  0  6  6   4  1  0   4   2   2 -15  27  42   15    7   0   1   0   0  A
   Ea6    4   RS vLAT  W(114-95)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
