Draft Pos Age YPro Team InPro 2JPro 3PPro InEff 2JEff 3PEff  OReb  DReb  BDom PassR PassE InDef PerDef  InFR PerFR FTEff GInj Updated
 10.1  C1  21    1  CRO  62.9  34.0   3.1 111.0  61.0  48.0  45.0 101.0  24.0  28.0  42.0  91.0   20.0  72.0   5.0  61.0    0 Y11-D18-RSG1
 10.1  C1  21    1  CRO  62.3  34.6   3.1 111.0  61.0  48.0  45.0 101.0  24.0  28.0  42.0  91.0   20.0  72.0   5.0  61.0    0 Y11-D22-RSG5
 10.1  C1  21    1  CRO  62.3  34.6   3.1 111.0  61.0  48.0  45.0 101.0  24.0  28.0  42.0  91.0   20.0  70.5   5.0  61.0    0 Y11-D25-RSG8
 10.1  C1  21    1  CRO  62.3  34.6   3.1 112.0  61.0  48.0  45.0  98.9  24.0  28.0  42.0  91.0   20.0  70.5   5.0  62.0    0 Y11-D26-RSG9
 10.1  C1  21    1  CRO  62.3  34.6   3.1 112.0  61.0  51.0  45.0  98.9  24.0  28.0  42.0  91.0   20.0  70.5   5.0  62.0    0 Y11-D31-RSG14
 10.1  C1  21    1  CRO  62.3  34.6   3.1 112.0  61.0  51.0  45.0  98.9  22.9  28.0  42.0  91.0   20.0  70.5   5.0  62.0    0 Y11-D33-RSG16
 10.1  C1  21    1  CRO  62.2  34.7   3.1 112.0  61.0  51.0  45.0  98.9  22.9  28.0  42.0  91.0   20.0  70.5   5.0  62.0    0 Y11-D34-RSG17
 10.1  C1  21    1  CRO  62.2  34.7   3.1 112.0  61.0  51.0  45.0  97.9  22.9  28.0  42.0  91.0   20.0  70.5   5.0  62.0    0 Y11-D37-RSG20
 10.1  C1  21    1  CRO  62.2  34.7   3.1 112.0  60.0  51.0  45.0  97.9  22.9  28.0  42.0  92.0   20.0  70.5   3.5  62.0    0 Y11-D40-RSG23
 10.1  C1  21    1  CRO  62.2  34.7   3.1 113.0  60.0  51.0  45.0  98.9  22.9  28.0  41.0  92.0   20.0  70.5   3.5  62.0    0 Y11-D42-RSG25
