Draft Pos Age YPro Team InPro 2JPro 3PPro InEff 2JEff 3PEff  OReb  DReb  BDom PassR PassE InDef PerDef  InFR PerFR FTEff GInj Updated
  9.7  C1  22    2  LAT  68.0  25.0   7.0 106.0  77.0  50.0  47.0  79.0  10.0  23.0  36.0 100.0   66.0  68.0  11.0  64.0    0 Y11-D18-RSG1
  9.7  C1  22    2  LAT  68.0  25.0   7.0 106.0  77.0  50.0  47.0  79.0  10.0  23.0  36.0 100.0   66.0  68.0  11.0  64.0    2 Y11-D19-RSG2
  9.7  C1  22    2  LAT  68.0  25.0   7.0 106.0  77.0  50.0  47.0  79.0  10.0  23.0  36.0 100.0   66.0  68.0  11.0  64.0    2 Y11-D20-RSG3
  9.7  C1  22    2  LAT  68.0  25.0   7.0 106.0  77.0  50.0  47.0  79.0  10.0  23.0  36.0 100.0   66.0  68.0  11.0  64.0    1 Y11-D21-RSG4
  9.7  C1  22    2  LAT  68.0  25.0   7.0 106.0  77.0  50.0  47.0  79.0  10.0  23.0  36.0 100.0   66.0  68.0  11.0  63.0    0 Y11-D22-RSG5
  9.7  C1  22    2  LAT  67.4  25.5   7.1 106.0  77.0  50.0  46.0  79.0  10.8  23.0  36.0 100.0   66.0  68.0  11.0  63.0    0 Y11-D23-RSG6
  9.7  C1  22    2  LAT  67.8  25.6   6.6 106.0  77.0  50.0  46.0  79.0  10.8  23.0  36.0 100.0   66.0  68.0  11.0  63.0    0 Y11-D24-RSG7
  9.7  C1  22    2  LAT  67.8  25.6   6.6 106.0  77.0  48.2  46.0  79.0  10.8  23.3  36.0 101.8   66.0  68.0  11.0  63.0    0 Y11-D27-RSG10
  9.7  C1  22    2  LAT  67.8  25.6   6.6 106.0  77.0  47.1  46.0  76.0  10.8  23.3  36.0 101.8   66.0  68.0  11.0  63.0    0 Y11-D29-RSG12
  9.7  C1  22    2  LAT  67.8  25.6   6.6 106.0  77.0  47.1  46.0  74.8  10.8  23.3  36.0 101.8   67.0  68.0  11.0  63.0    0 Y11-D36-RSG19
  9.7  C1  22    2  LAT  68.0  25.4   6.6 106.0  77.0  47.1  46.0  74.8  10.8  23.3  36.0 101.8   67.0  68.0  11.0  63.0    0 Y11-D38-RSG21
  9.7  C1  22    2  LAT  68.0  25.4   6.6 106.0  77.0  47.1  46.0  74.8  10.8  23.3  36.0  99.8   67.0  68.0  11.0  63.0    0 Y11-D39-RSG22
  9.7  C1  22    2  LAT  68.0  25.4   6.6 106.0  77.0  47.1  46.0  74.8  10.8  23.3  34.7  99.8   67.0  68.0  11.0  63.0    0 Y11-D46-RSG29
  9.7  C1  22    2  LAT  68.0  25.4   6.6 106.0  77.0  47.1  46.0  74.8  10.8  23.3  34.7  99.8   67.0  68.0  12.0  63.0    0 Y11-D47-RSG30
  9.7  C1  22    2  LAT  68.0  25.4   6.6 106.0  77.0  47.1  46.0  74.8  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D50-RSG33
  9.7  C1  22    2  LAT  68.9  24.4   6.7 106.0  78.0  47.1  46.0  74.8  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D59-RSG42
  9.7  C1  22    2  LAT  68.9  24.4   6.7 106.0  78.0  47.1  46.0  78.0  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D61-RSG44
  9.7  C1  22    2  LAT  68.9  24.4   6.7 107.3  78.0  47.1  46.0  78.0  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D63-RSG46
  9.7  C1  22    2  LAT  68.9  24.4   6.7 107.3  78.0  46.1  46.0  78.0  10.8  23.3  34.7  99.8   67.0  68.0  13.0  63.0    0 Y11-D66-RSG49
